id,answer
246,St. Martin-in-the-Field
247,The riot was finally put down by troops and police acting with truncheons.
248,Sunday
249,Aberdeen
250,Foreign Secretary Lord
251,Paris
252,30 March 1856
253,Sultan
254,Ottoman Empire
255,Don
256,30 March 1856
257,Treaty
258,around
259,French
260,Otto von Bismarck
261,Austria
262,Furthermore
263,Austria
264,Continent
265,Ottoman Empire
266,Continent
267,A. W
268,French and Ottoman
269,Andrew Lambert and Winfried Baumgart
270,British
271,British Columbia
272,Alexander II
273,Alexander II
274,United Kingdom
275,William Howard Russell
276,The Times
277,Roger Fenton
278,French
279,winter of 1854
280,UK
281,1857
282,Light Brigade
283,The Times
284,William Howard Russell
285,British
286,Additionally
287,European
288,Peloponnese
289,nine
290,11th
291,227
292,Western
293,Italy and Spain
294,Philip
295,Byzantine Empire
296,Orthodox World
297,over
298,Organization of the Black Sea Economic Cooperation
299,Greek
300,2001
301,Greece
302,Hellas
303,Graecia
304,Greek
305,Latin
306,Graecia
307,270-COMMA-000
308,BC
309,Neolithic
310,three
311,Paleolithic
312,Athens and Sparta
313,Western
314,1900–1100
315,Minoans
316,Greek Dark Ages
317,776
318,Homer
319,776
320,Southern Italy
321,one
322,Persian Empire
323,Battle of Marathon
324,Greek
325,Undefeated
326,Greek
327,Sparta
328,Pindus
329,Sparta
330,Greek
331,Phillip II
332,Alexander
333,over
334,Battle
335,Annexed
336,168
337,Similarly
338,Romans
339,Roman Emperor
340,Homer
341,Roman
342,Greek
343,Greek
344,1453
345,I
346,Greeks
347,492
348,Empire
349,Slavic
350,Ottoman
351,Greek
352,Greek
353,Classical
354,early
355,1261
356,Genoese and Venetian
357,Byzantine
358,Greek
359,Ottoman
360,Morea
361,1571 and 1670
362,West
363,Ottoman
364,1797
365,United Kingdom
366,Venetian
367,Ottoman
368,Islam
369,Greek
370,Islam
371,Institutes
372,Institutes
373,1600–1601
374,Morean War
375,Prior
376,Greek Dark Ages
377,Ottoman Empire
378,Rigas Feraios
379,late 18th
380,1814
381,Filiki Eteria
382,Filiki Eteria
383,Greek
384,late
385,October 1821
386,Theodoros Kolokotronis
387,Meanwhile
388,1822 and 1824
389,two
390,Mehmet Ali
391,Ottoman Sultan
392,1822 and 1824
393,Athens
394,Great Powers
395,Greek
396,Greek
397,1830
398,Greek
399,Ministry of Labour
400,Modern
401,Many
402,Greek
403,1877
404,Ministries
405,1881
406,World War I
407,two
408,1917
409,Prime Minister
410,Institutes
411,Minor Greeks
412,Institutes
413,Institutes
414,Asia
415,years
416,Cappadocian Greeks
417,Greek
418,Asia Minor
419,Following
420,Georgios Kondylis
421,Institutes
422,1924
423,Greek
424,over
425,Greek
426,winter of 1941–1942
427,Andreas Papandreou
428,Greek Evangelical Church and Free Evangelical Churches
429,1980
430,1999
431,United Nations
432,Mycenaean Greece
433,Greek
434,11th
435,Eighty
436,Western
437,Pindus
438,Greece
439,Greek
440,Guinness
441,The Islands
442,Ionian Sea
443,Ionian Sea
444,Turkey
445,Ionian Sea
446,Γενικό Λύκειο
447,Pindus
448,Pindus
449,Situated
450,Peloponnese
451,Central Macedonia and East Macedonia and Thrace
452,Snowfalls
453,Prime Minister
454,Nazis
455,Illyrian
456,Especially
457,Phytogeographically
458,Eastern Orthodox Church
459,Prime Minister
460,Republic
461,Greeks
462,120
463,According
464,Prime Minister
465,Republic
466,Republic
467,Prime Minister
468,Parliamentary
469,Parliament
470,The coalition government led the country to the parliamentary elections of May 2012.
471,PASOK and New Democracy
472,SYRIZA
473,May 2012
474,New Democracy
475,Minister
476,Greece
477,Ministry for Foreign Affairs
478,Instruments
479,early
480,Greece
481,Greece
482,Greece
483,Greek
484,1 January 2011
485,325
486,Kallikratis
487,Greek
488,Central Macedonia
489,Balkans
490,85.0%
491,3.0%
492,14.9 million
493,United Nations World Tourism Organization
494,six years
495,Republic of Macedonia
496,Republic of Macedonia
497,number-two
498,Greek
499,Balkan
500,Organisation for Economic Co-operation and Development
501,19 June 2000
502,January 2001
503,Ottoman Muslim
504,In
505,European
506,European
507,In
508,Greece
509,4th
510,Greece
511,United Kingdom
512,2007
513,European
514,Roman Emperor
515,2007
516,Greeks
517,Nikos Kotzias
518,Railway
519,LTE
520,340%
521,Greece
522,European Space Agency
523,1994
524,2003
525,European Space Agency
526,2003
527,Carathéodory
528,Manolis Andronikos
529,Dirac Prize
530,Computer Science
531,Computer Science
532,Treaty
533,Greek Muslim
534,Albanian
535,Central Macedonia
536,around 50-COMMA-000
537,around 50-COMMA-000
538,120
539,120
540,28-COMMA-874
541,19th and 20th
542,19th and 20th
543,Greek
544,Greek
545,Greek
546,Tsakonian
547,Greece
548,Cappadocian
549,Greek
550,0.95%
551,Further minority languages have traditionally been spoken by regional population groups in various parts of the country.
552,Christian Roma
553,Arvanites
554,Outside
555,400-COMMA-000
556,Ladino
557,Georgian
558,48-COMMA-560
559,762-COMMA-191 persons
560,EU
561,persons
562,EU
563,Afghanistan
564,Ottoman navy
565,2015
566,8%
567,Slavic–speaking
568,Greek and Hellenistic
569,fall
570,two
571,Γενικό Λύκειο
572,Ινστιτούτα Επαγγελματικής Κατάρτισης
573,Ινστιτούτα Επαγγελματικής Κατάρτισης
574,Public
575,2
576,Students
577,Additionally
578,Capodistrian University of Athens
579,Greece
580,World Health Organization
581,Children
582,138
583,138
584,Mycenaean Greece
585,Greek War of Independence
586,over
587,Greeks
588,Olympic Games
589,Western
590,1870–1930
591,:
592,Olympics
593,The Parliamentary Candidate
594,Nobile Teatro di San Giacomo di Corfù
595,Stagira
596,Plato
597,Stagira
598,Greece
599,Iliad
600,two
601,Sappho and Pindar
602,one
603,1896
604,1896
605,Asty Films Company
606,Γκόλφω
607,Orestis Laskos
608,1950s and early 1960s
609,1950s and early 1960s
610,Giorgos Tzavellas
611,Giorgos Tzavellas
612,Cacoyannis
613,Kampanellis
614,Anthony Quinn
615,Eternity
616,Palme
617,Greek
618,Crete
619,Greece
620,Olive
621,Sweet
622,Mediterranean
623,Many Greek
624,times
625,Instruments
626,Boys
627,Eastern Orthodox Church
628,Byzantine
629,Greeks
630,Church
631,Church
632,Greeks
633,:
634,1870–1930
635,:
636,Rebetiko
637,It was the base of the later laïkó (song of the people).
638,Apostolos Kaldaras
639,Ionian
640,1815
641,Manolis Kalomiris
642,Iannis Xenakis
643,Zorba
644,Yanni
645,Maria Callas
646,35 times
647,35 times
648,Eurovision Song Contest
649,Greek-Swedish
650,Athens
651,Western
652,776
653,Olympia
654,Greece
655,Summer Olympic
656,European Champions
657,Olympiacos
658,12th
659,Greek Super League
660,Greek Super League
661,Greek
662,4th
663,2005
664,European Championship
665,Ethniki
666,2011
667,World Champions
668,World Aquatics Championships
669,World Aquatics Championships
670,Canada
671,two
672,European Volleyball League
673,Olympiacos
674,Olympiacos
675,Mytikas
676,Greek
677,Greek
678,Greek
679,Greek
680,According
681,four
682,The list of these non-fixed national holidays rarely changes and has not changed in recent decades-COMMA- giving a total of eleven national holidays each year.
683,Ohi Day
684,€130 billion
685,53%
686,2013
687,April 2014
688,six years
689,Phillip II
690,The Great
691,492
692,330
693,334
694,In signal processing-COMMA- data compression-COMMA- source coding-COMMA- or bit-rate reduction involves encoding information using fewer bits than the original representation.
695,Compression
696,Lossless
697,The process of reducing the size of a data file is referred to as data compression.
698,In the context of data transmission-COMMA- it is called source coding (encoding done at the source of the data before it is stored or transmitted) in opposition to channel coding.
699,Compression
700,Because compressed data must be decompressed to use-COMMA- this extra processing imposes computational or other costs through decompression; this situation is far from being a free lunch.
701,Data
702,The design of data compression schemes involves trade-offs among various factors-COMMA- including the degree of compression-COMMA- the amount of distortion introduced (when using lossy data compression)-COMMA- and the computational resources required to compress and decompress the data.
703,Lossless
704,Lossless
705,over
706,LZ
707,DEFLATE
708,LZR
709,LZX
710,LZX
711,In a further refinement of the direct use of probabilistic modelling-COMMA- statistical estimates can be coupled to an algorithm called arithmetic coding.
712,Huffman
713,one-to-one
714,Lossy
715,Dropping
716,JPEG
717,Voice
718,In lossy audio compression-COMMA- methods of psychoacoustics are used to remove non-audible (or less audible) components of the audio signal.
719,Compression
720,Voice
721,CD
722,There is a close connection between machine learning and compression: a system that predicts the posterior probabilities of a sequence given its entire history can be used for optimal data compression (by using arithmetic coding on the output distribution) while an optimal compressor can be used for prediction (by finding the symbol that compresses best-COMMA- given the previous history).
723,LPC
724,This equivalence has been used as a justification for using data compression as a benchmark for general intelligence.
725,This is the same as considering absolute entropy (corresponding to data compression) as a special case of relative entropy (corresponding to data differencing) with no initial data.
726,Data
727,Thus
728,Audio
729,Audio
730,Lossy
731,Lossless
732,Lossless
733,Compression
734,Lossy
735,DVDs
736,Lossy
737,Equal-loudness contours may also be used to weight the perceptual importance of components.
738,Models
739,Audibility
740,Compression
741,LPC
742,LPC
743,Latency
744,one
745,( Often
746,In contrast to the speed of compression-COMMA- which is proportional to the number of operations required by the algorithm-COMMA- here latency refers to the number of samples that must be analysed before a block of audio is processed.
747,In the minimum case-COMMA- latency is zero samples (e.g.-COMMA- if the coder/decoder simply reduces the number of bits used to quantize the signal).
748,LPC
749,If the data to be compressed is analog (such as a voltage that varies with time)-COMMA- quantization is employed to digitize it into numbers (normally integers).
750,one
751,AD
752,Selected Areas
753,IEEE Journal
754,Audio
755,Oscar Bonello
756,Oscar Bonello
757,IBM PC
758,Lossy
759,Uncompressed
760,Highly
761,square-shaped
762,one
763,Commonly
764,Video
765,Compression
766,The sequence of frames contains spatial and temporal redundancy that video compression algorithms attempt to eliminate or code in a smaller size.
767,This longer command still remains much shorter than intraframe compression.
768,one
769,Interframe
770,one
771,DV
772,Making
773,Today
774,DCT
775,DWT
776,Genetics
777,MAF
778,DNAZip and GenomeZip
779,Old Avestan
780,Iranian
781,Central Asia
782,8th
783,Middle Iranian
784,Middle Iranian
785,Old Iranian
786,Dari
787,1836
788,Christian Lassen
789,Robert Needham Cust
790,1878
791,Central Asia
792,Dari
793,Andronovo
794,2000
795,Caucasus
796,Iranian
797,Old Iranian
798,Arabic
799,Old Iranian
800,three
801,Persian
802,Middle Iranian
803,Avesta
804,Middle Persian
805,Rigvedic Sanskrit
806,Standard New Persian
807,Also
808,Western and Eastern
809,Conventionally
810,Conventionally
811,Iranian
812,These concern the fate of the Proto-Indo-Iranian first-series palatal consonants-COMMA- *ć and *dź:
813,Iranian
814,Two
815,A further complication however concerns the consonant clusters *ćw and *dźw:
816,Parthian and Sogdian
817,Middle Iranian
818,Central Asia
819,The name Dari comes from the word darbâr (دربار)-COMMA- which refers to the royal court-COMMA- where many of the poets-COMMA- protagonists-COMMA- and patrons of the literature flourished.
820,Linguistically
821,Middle Persian
822,Middle Iranian
823,Bactrian
824,Greek
825,Khuzi
826,Unlike Old Persian
827,Syriac
828,Syriac
829,Middle Iranian
830,Middle Iranian
831,Saffarid
832,875
833,Dialects of Fars
834,Middle Iranian
835,8th
836,Tajik
837,1920s
838,Latinised
839,Khuzi
840,Turkic
841,AD
842,Caucasus
843,Ossetic
844,1300
845,Bamako
846,Societé de Telecommunications du Mali
847,African
848,$1.25
849,France
850,1960
851,one-party
852,three
853,West African
854,Tuareg
855,Tuareg
856,Tuareg
857,French
858,Presidential
859,Moroccan
860,fall
861,late 14th
862,Judar Pasha
863,Following
864,Liberation Day
865,Moussa Traoré
866,General
867,1968
868,The subsequent military-led regime-COMMA- with Traoré as president-COMMA- attempted to reform the economy.
869,1991
870,Peaceful
871,Opposition
872,International Monetary Fund
873,International Monetary Fund
874,Revolution
875,Revolution
876,Traoré
877,over
878,1991
879,By 26 March-COMMA- the growing refusal of soldiers to fire into the largely nonviolent protesting crowds turned into a full-scale tumult-COMMA- and resulted into thousands of soldiers putting down their arms and joining the pro-democracy movement.
880,three
881,Nowadays
882,three
883,three
884,Amadou Toumani Touré
885,26 March
886,26 March
887,As a consequence-COMMA- opposition parties were legalized and a national congress of civil and political groups met to draft a new democratic constitution to be approved by a national referendum.
888,As a consequence-COMMA- opposition parties were legalized and a national congress of civil and political groups met to draft a new democratic constitution to be approved by a national referendum.
889,Tuareg
890,Constitution
891,Tuareg
892,Economic Community of West African States
893,Due
894,Mali
895,Late
896,Inner Niger Delta
897,Inner Niger Delta
898,Köppen
899,1999
900,The constitution provides for a separation of powers among the executive-COMMA- legislative-COMMA- and judicial branches of government.
901,five-year
902,five-year
903,The constitution provides for a separation of powers among the executive-COMMA- legislative-COMMA- and judicial branches of government.
904,The president serves as a chief of state and commander in chief of the armed forces.
905,National Assembly
906,113 of 160
907,two
908,Council of Ministers
909,Supreme Court
910,Constitutional Court
911,Supreme Court
912,Supreme Court
913,Various
914,1988
915,World Bank
916,1996
917,12
918,2008
919,48
920,1-COMMA-000
921,1-COMMA-000
922,106
923,53.06 years
924,800-COMMA-000
925,800-COMMA-000
926,Arabic
927,Bella
928,Tamasheq
929,Tuaregs
930,Islamists
931,Islamists
932,Malians
933,Although
934,Efforts
935,Mali
936,Life
937,62–65
938,62–65
939,French
940,Efforts
941,The aim was to boost nutrition and livelihoods by producing a product that women could make and sell-COMMA- and which would be accepted by the local community because of its local heritage.
942,The aim was to boost nutrition and livelihoods by producing a product that women could make and sell-COMMA- and which would be accepted by the local community because of its local heritage.
943,Aga Khan Foundation
944,Malaria
945,Malaria
946,85–91
947,HIVAIDS
948,Mali
949,Malian
950,Malian
951,Dance
952,Toumani Diabaté
953,Tinariwen
954,Approximately
955,2015
956,Alaska
957,The
958,Alaska
959,Lower
960,Juneau
961,800
962,Aleutian Islands
963,Tongass National Forest
964,Juneau
965,Lower
966,Alaska Purchase
967,National Petroleum Reserve–Alaska
968,Barrow
969,North Slope
970,54-COMMA-720
971,Unimak Island
972,Also
973,Japan
974,10-COMMA-000 feet
975,Alaska
976,United States Bureau of Land Management
977,87 million
978,87 million
979,16 million
980,87 million
981,101 million
982,Smaller
983,Limited
984,Regional Native
985,Regional Native
986,10
987,winter
988,Köppen
989,over 150
990,Gulf of Alaska
991,Gulf of Alaska
992,Sound
993,10
994,Grover Cleveland
995,mid-19th
996,1887
997,Also
998,Athabaskan
999,Unorganized Borough
1000,Native Alaskans
1001,17th
1002,Semyon Dezhnyov
1003,Nikolai Daurkin
1004,1764–1765
1005,Yukon Territory
1006,1912
1007,one
1008,European
1009,Yukon Territory
1010,January 3
1011,1946
1012,Statehood
1013,Statehood
1014,July 7
1015,Good Friday
1016,Good Friday
1017,Good Friday
1018,Good Friday
1019,times
1020,20
1021,Eskimo–Aleut
1022,2014
1023,2014
1024,Evangelical Protestants
1025,Association of Religion Data Archives
1026,Pacific Northwest
1027,Pacific Northwest
1028,First Russian Orthodox Church
1029,Alaskan Natives
1030,Quaker
1031,Jews
1032,$40-COMMA-042
1033,15th
1034,80%
1035,Pollock
1036,Military
1037,Federal
1038,Its industrial outputs are crude petroleum-COMMA- natural gas-COMMA- coal-COMMA- gold-COMMA- precious metals-COMMA- zinc and other mining-COMMA- seafood processing-COMMA- timber and wood products.
1039,Tourists
1040,Major
1041,Major
1042,North Slope
1043,400-COMMA-000
1044,National Petroleum Reserve–Alaska
1045,330-COMMA-000 m3
1046,2-COMMA-420 km3
1047,Alaskan
1048,Alaskan
1049,Though
1050,30–60¢
1051,30–60¢
1052,Alaska
1053,Alaska
1054,Permanent Fund
1055,1976
1056,Permanent Fund
1057,Keith Miller
1058,Governor
1059,Governor
1060,Permanent Fund
1061,Alaska
1062,$734-COMMA-000
1063,$734-COMMA-000
1064,one
1065,Alaskans
1066,Permanent Fund
1067,Permanent Fund
1068,Delta-area crops consist predominately of barley and hay.
1069,Fairbanks
1070,Hammond
1071,Outside
1072,50¢
1073,Fuel
1074,1
1075,over
1076,Alaska
1077,The
1078,around 1915
1079,The Railbelt
1080,Built
1081,North America
1082,one
1083,1970s
1084,Alaska Marine Highway
1085,Southeast
1086,Inter-Island Ferry Authority
1087,Fairbanks
1088,Because of limited highway access-COMMA- air travel remains the most efficient form of transportation in and out of the state.
1089,2 million
1090,Essential Air Service
1091,Alaska Airlines
1092,Fairbanks
1093,PenAir
1094,These are not very popular due to the often remote and roadless locations.
1095,Alaskan
1096,Perhaps
1097,Lake Hood
1098,U.S.
1099,Ted Stevens
1100,mid-late 1920s
1101,Serum Run
1102,Various
1103,Balto
1104,Fairbanks
1105,GCI and Alaska Communications
1106,$1 billion
1107,$350 million
1108,GCI
1109,Alaska
1110,one of five
1111,one of five
1112,United States
1113,Republicans
1114,one
1115,Democratic
1116,Democrat
1117,University of Alaska Fairbanks
1118,Delta Junction
1119,Alaskan
1120,34
1121,Alaska
1122,All recording districts use the same acceptance criteria-COMMA- fee schedule-COMMA- etc.-COMMA- for accepting documents into the public record.
1123,United States Census Bureau
1124,355
1125,2010
1126,The
1127,710-COMMA-231
1128,United States Census Bureau
1129,Clover Pass
1130,1941
1131,Larger
1132,Arctic National Wildlife Refuge
1133,Due
1134,Anchorage Symphony Orchestra
1135,Anchorage Opera
1136,Anchorage Folk Festival
1137,MGM
1138,Camp Hollywood
1139,Upon
1140,Hollywood
1141,A treaty is an agreement under international law entered into by actors in international law-COMMA- namely sovereign states and international organizations.
1142,A treaty is an agreement under international law entered into by actors in international law-COMMA- namely sovereign states and international organizations.
1143,Regardless
1144,Civil and Political Rights
1145,Treaties
1146,This means that in case of a conflict with domestic law-COMMA- international law will always prevail.
1147,Treaties
1148,Treaties
1149,Parliament of India
1150,A treaty is an official-COMMA- express written agreement that states use to legally bind themselves.
1151,A treaty is an agreement under international law entered into by actors in international law-COMMA- namely sovereign states and international organizations.
1152,A treaty is the official document which expresses that agreement in words; and it is also the objective outcome of a ceremonial occasion which acknowledges the parties and their defined relationships.
1153,A treaty is the official document which expresses that agreement in words; and it is also the objective outcome of a ceremonial occasion which acknowledges the parties and their defined relationships.
1154,Such a change is sufficient if unforeseen-COMMA- if it undermined the “essential basis” of consent by a party-COMMA- if it radically transforms the extent of obligations between the parties-COMMA- and if the obligations are still to be performed.
1155,Since
1156,Modern
1157,Modern
1158,Modern
1159,A treaty typically begins with a preamble describing the contracting parties and their joint objectives in executing the treaty-COMMA- as well as summarizing any underlying events (such as a war).
1160,The contracting parties' full names or sovereign titles are often included in the preamble-COMMA- along with the full names and titles of their representatives-COMMA- and a boilerplate clause about how their representatives have communicated (or exchanged) their full powers (i.e.-COMMA- the official documents appointing them to act on behalf of their respective states) and found them in good or proper form.
1161,The contracting parties' full names or sovereign titles are often included in the preamble-COMMA- along with the full names and titles of their representatives-COMMA- and a boilerplate clause about how their representatives have communicated (or exchanged) their full powers (i.e.-COMMA- the official documents appointing them to act on behalf of their respective states) and found them in good or proper form.
1162,The contracting parties' full names or sovereign titles are often included in the preamble-COMMA- along with the full names and titles of their representatives-COMMA- and a boilerplate clause about how their representatives have communicated (or exchanged) their full powers (i.e.-COMMA- the official documents appointing them to act on behalf of their respective states) and found them in good or proper form.
1163,The contracting parties' full names or sovereign titles are often included in the preamble-COMMA- along with the full names and titles of their representatives-COMMA- and a boilerplate clause about how their representatives have communicated (or exchanged) their full powers (i.e.-COMMA- the official documents appointing them to act on behalf of their respective states) and found them in good or proper form.
1164,A treaty typically begins with a preamble describing the contracting parties and their joint objectives in executing the treaty-COMMA- as well as summarizing any underlying events (such as a war).
1165,After the preamble comes numbered articles-COMMA- which contain the substance of the parties' actual agreement.
1166,After the preamble comes numbered articles-COMMA- which contain the substance of the parties' actual agreement.
1167,Each article heading usually encompasses a paragraph.
1168,A long treaty may further group articles under chapter headings.
1169,A long treaty may further group articles under chapter headings.
1170,The date is typically written in its most formal-COMMA- longest possible form.
1171,Modern
1172,Modern
1173,Modern
1174,The date is typically written in its most formal-COMMA- longest possible form.
1175,The terminology can also be confusing because a treaty may and usually is named something other than a treaty-COMMA- such as a convention-COMMA- protocol-COMMA- or simply agreement.
1176,The signatures of the parties' representatives follow at the very end.
1177,The date is typically written in its most formal-COMMA- longest possible form.
1178,If the treaty is executed in multiple copies in different languages-COMMA- that fact is always noted-COMMA- and is followed by a stipulation that the versions in different languages are equally authentic.
1179,DONE
1180,The signatures of the parties' representatives follow at the very end.
1181,When the text of a treaty is later reprinted-COMMA- such as in a collection of treaties currently in effect-COMMA- an editor will often append the dates on which the respective parties ratified the treaty and on which it came into effect for each party.
1182,When the text of a treaty is later reprinted-COMMA- such as in a collection of treaties currently in effect-COMMA- an editor will often append the dates on which the respective parties ratified the treaty and on which it came into effect for each party.
1183,When the text of a treaty is later reprinted-COMMA- such as in a collection of treaties currently in effect-COMMA- an editor will often append the dates on which the respective parties ratified the treaty and on which it came into effect for each party.
1184,When the text of a treaty is later reprinted-COMMA- such as in a collection of treaties currently in effect-COMMA- an editor will often append the dates on which the respective parties ratified the treaty and on which it came into effect for each party.
1185,two
1186,two
1187,EU
1188,Swiss
1189,EU
1190,A multilateral treaty is concluded among several countries.
1191,The agreement establishes rights and obligations between each party and every other party.
1192,[
1193,[
1194,A multilateral treaty is concluded among several countries.
1195,Reservations
1196,Reservations
1197,These must be included at the time of signing or ratification-COMMA- i.e. a party cannot add a reservation after it has already joined a treaty.
1198,These must be included at the time of signing or ratification-COMMA- i.e. a party cannot add a reservation after it has already joined a treaty.
1199,Reservations
1200,However
1201,While some treaties still expressly forbid any reservations-COMMA- they are now generally permitted to the extent that they are not inconsistent with the goals and purposes of the treaty.
1202,Originally
1203,Originally
1204,While some treaties still expressly forbid any reservations-COMMA- they are now generally permitted to the extent that they are not inconsistent with the goals and purposes of the treaty.
1205,These must be included at the time of signing or ratification-COMMA- i.e. a party cannot add a reservation after it has already joined a treaty.
1206,If the state accepts them (or fails to act at all)-COMMA- both the reserving state and the accepting state are relieved of the reserved legal obligation as concerns their legal obligations to each other (accepting the reservation does not change the accepting state's legal obligations as concerns other parties to the treaty).
1207,If the state opposes-COMMA- the parts of the treaty affected by the reservation drop out completely and no longer create any legal obligations on the reserving and accepting state-COMMA- again only as concerns each other.
1208,Finally
1209,The objecting and opposing state essentially refuses to acknowledge the reserving state is a party to the treaty at all.
1210,three
1211,First
1212,Minor
1213,one
1214,The re-negotiation of treaty provisions can be long and protracted-COMMA- and often some parties to the original treaty will not become parties to the amended treaty.
1215,In international law and international relations-COMMA- a protocol is generally a treaty or international agreement that supplements a previous treaty or international agreement.
1216,A protocol can amend the previous treaty-COMMA- or add additional provisions.
1217,Parties
1218,Sometimes
1219,A protocol can amend the previous treaty-COMMA- or add additional provisions.
1220,UNFCCC
1221,UNFCCC
1222,UNFCCC
1223,UNFCCC
1224,Kyoto Protocol
1225,Treaties
1226,Other treaties may be non-self-executing and require 'implementing legislation'—a change in the domestic law of a state party that will direct or enable it to fulfill treaty obligations.
1227,Other treaties may be non-self-executing and require 'implementing legislation'—a change in the domestic law of a state party that will direct or enable it to fulfill treaty obligations.
1228,one
1229,A treaty breach does not automatically suspend or terminate treaty relations-COMMA- however.
1230,over
1231,If a treaty requires implementing legislation-COMMA- a state may be in default of its obligations by the failure of its legislature to pass the necessary domestic laws.
1232,Other treaties may be non-self-executing and require 'implementing legislation'—a change in the domestic law of a state party that will direct or enable it to fulfill treaty obligations.
1233,two
1234,two
1235,International
1236,International
1237,Vienna Convention
1238,The language of treaties-COMMA- like that of any law or contract-COMMA- must be interpreted when the wording does not seem clear or it is not immediately apparent how it should be applied in a perhaps unforeseen circumstance.
1239,International
1240,Another
1241,Consent
1242,Consent
1243,Consent
1244,Consent
1245,International
1246,International
1247,To establish the meaning in context-COMMA- these judicial bodies may review the preparatory work from the negotiation and drafting of the treaty as well as the final-COMMA- signed treaty itself.
1248,To establish the meaning in context-COMMA- these judicial bodies may review the preparatory work from the negotiation and drafting of the treaty as well as the final-COMMA- signed treaty itself.
1249,To establish the meaning in context-COMMA- these judicial bodies may review the preparatory work from the negotiation and drafting of the treaty as well as the final-COMMA- signed treaty itself.
1250,United States
1251,United States
1252,United States
1253,Hence
