id,answer
306,Graecia
307,270-COMMA-000
308,The
309,example
310,three
311,the Franchthi Cave
312,Sparta
313,Europe
314,1900–1100
315,time
316,This ushered in a period known as the Greek Dark Ages-COMMA- from which written records are absent.
317,776
318,the Iliad
319,776
320,Southern Italy
321,one
322,By
323,Marathon
324,other languages
325,Undefeated
326,Greek
327,the demise
328,steep peaks
329,Sparta
330,The occupation
331,Phillip II
332,Alexander
333,years
334,defeat
335,Annexed by Rome in the second century BC-COMMA- Greece became an integral part of the Roman Empire and its successor-COMMA- the Byzantine Empire.
336,168
337,Similarly
338,hence
339,the Ancient Olympic Games
340,Homer
341,Roman
342,Greek
343,clung
344,1453
345,Theodosius I
346,eponymous archon
347,492
348,territories
349,imperial authority
350,the Ottoman advance
351,recovery
352,the same time
353,The culture
354,The New Testament was written in Greek-COMMA- and some of its sections (Corinthians-COMMA- Thessalonians-COMMA- Philippians-COMMA- Revelation of St. John of Patmos) attest to the importance of churches in Greece in early Christianity.
355,1261
356,Venetian
357,Byzantine
358,much of the Greek peninsula
359,territory
360,Morea
361,1571 and 1670
362,taking
363,Aegean
364,1797
365,which
366,Aegean
367,Aegean
368,non-Muslims
369,Greek Orthodox Church
370,status
371,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
372,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
373,1600–1601
374,peasants'
375,Lepanto
376,This ushered in a period known as the Greek Dark Ages-COMMA- from which written records are absent.
377,These
378,Rigas Feraios
379,1798
380,1814
381,the Filiki Eteria
382,the aim of liberating Greece
383,Though the Ottoman conquest had cut Greece off from significant European intellectual movements such as the Reformation and the Enlightenment-COMMA- these ideas together with the ideals of the French Revolution and romantic nationalism began to penetrate the Greek world via the mercantile diaspora.
384,The klephtic cycle came into being between the late Byzantine period and the start of the Greek War of Independence.
385,October 1821
386,Theodoros Kolokotronis
387,makeshift
388,1822 and 1824
389,two
390,Mehmet Ali
391,Meanwhile-COMMA- the Ottoman Sultan negotiated with Mehmet Ali of Egypt-COMMA- who agreed to send his son Ibrahim Pasha to Greece with an army to suppress the revolt in return for territorial gain.
392,1822 and 1824
393,Athens
394,Great Powers-COMMA- Russia-COMMA- the United Kingdom and France
395,Greek
396,the Greek island
397,1830
398,Greek
399,the Ministry
400,Modern democracies
401,elite
402,the Greek language question
403,1877
404,shorter duration
405,1881
406,scene
407,two
408,1917
409,The position of Prime Minister-COMMA- Greece's head of government-COMMA- belongs to the current leader of the political party that can obtain a vote of confidence by the Parliament.
410,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
411,further expansion
412,national level examinations
413,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
414,a period during which
415,few years
416,and non Greek followers of Greek Orthodoxy
417,a form of Greek
418,abolished via a referendum in 1924 and the Second Hellenic Republic
419,referendum
420,Georgios Kondylis
421,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
422,1924
423,The occupation brought about terrible hardships for the Greek civilian population.
424,years
425,The
426,1941–1942
427,Andreas Papandreou
428,Greek Evangelical Church and Free Evangelical Churches
429,1980
430,1999
431,the United Nations
432,Roman Empire
433,The Greek
434,11th
435,Eighty percent of Greece is mountainous
436,lakes and wetlands
437,ft
438,Greece
439,The Greek
440,part
441,Athens
442,Ionian Sea
443,Ionian Sea
444,Turkey
445,Ionian Sea
446,school
447,mountain
448,range
449,Albania
450,parts
451,The
452,brief snowfalls
453,head
454,Greece was eventually occupied by the Nazis who proceeded to administer Athens and Thessaloniki-COMMA- while other regions of the country were given to Nazi Germany's partners-COMMA- Fascist Italy and Bulgaria.
455,the Illyrian deciduous forests
456,Especially
457,the Mediterranean Region
458,change
459,Prime Minister
460,Parliament
461,Greeks have a long tradition of valuing and investing in paideia (education).
462,120
463,According to the Constitution-COMMA- executive power is exercised by the President of the Republic and the Government.
464,the Prime Minister
465,Cabinet
466,Cabinet
467,The position of Prime Minister-COMMA- Greece's head of government-COMMA- belongs to the current leader of the political party that can obtain a vote of confidence by the Parliament.
468,the President of the Republic is obliged
469,Parliament
470,The coalition government
471,The
472,SYRIZA
473,the country
474,The
475,Ministry for Foreign Affairs
476,Ministry for Foreign Affairs
477,Greece's
478,kithara
479,The New Testament was written in Greek-COMMA- and some of its sections (Corinthians-COMMA- Thessalonians-COMMA- Philippians-COMMA- Revelation of St. John of Patmos) attest to the importance of churches in Greece in early Christianity.
480,males
481,for males
482,males
483,part-time
484,1 January
485,325
486,Greece
487,Mount Athos
488,Central Macedonia
489,shipping
490,Its
491,Its
492,14.9 million
493,the European Union
494,growth
495,capital
496,capital
497,capital
498,company
499,the Balkans
500,the Organisation
501,19 June
502,January 2001
503,Ottoman Muslim
504,Italy
505,not get registered as debt
506,European governments
507,The Maastricht rules
508,Greece
509,4th
510,Greece
511,United Kingdom
512,2007
513,nationality
514,The Roman Emperor Nero
515,2007
516,Greeks have a long tradition of valuing and investing in paideia (education).
517,The current minister is Nikos Kotzias
518,Railway
519,sharp increase
520,3G/4G
521,Greece
522,ESA
523,1994
524,2003
525,the European Space Agency
526,2003
527,the Carathéodory theorems and Carathéodory conjecture
528,Manolis Andronikos (
529,scientists
530,scientists
531,scientists
532,identity
533,Thrace
534,Albanian
535,Central Macedonia
536,around 50-COMMA-000
537,around 50-COMMA-000
538,120
539,120
540,28-COMMA-874
541,19th
542,19th
543,Greek
544,Greek
545,Greek
546,The Tsakonian
547,Greece
548,The Cappadocian
549,Greek
550,0.95%
551,Further
552,Christian Roma
553,Albanian-speaking
554,although on a much smaller scale than previously thought
555,400-COMMA-000
556,Ladino
557,Greco-Turkic
558,48-COMMA-560
559,762-COMMA-191
560,Of
561,around 600-COMMA-000
562,entry
563,Afghanistan
564,Ottoman reinforcements
565,2015
566,the arrivals
567,some Slavic–speaking groups
568,institution
569,1453
570,two
571,school
572,Post-compulsory
573,training
574,parallel
575,2
576,place
577,Additionally
578,Athens
579,universal health care
580,in a 2000 World Health Organization report
581,the Children report
582,138
583,138
584,Roman Empire
585,Other
586,years
587,The
588,science
589,times
590,1870–1930
591,song
592,nations
593,theatre
594,Nobile Teatro di San Giacomo di Corfù
595,the title
596,things
597,Stagira
598,Greece's
599,Greek literature
600,two
601,Sappho
602,one
603,1896
604,1896
605,Asty Films Company
606,traditional love story
607,Orestis Laskos
608,1950s
609,1950s
610,Giorgos Tzavellas )
611,Giorgos Tzavellas )
612,Cacoyannis
613,Giorgos Tzavellas
614,Anthony Quinn
615,His
616,His
617,Greek cuisine
618,Crete
619,skordalia
620,Olive oil
621,and drinks such as ouzo
622,It
623,recipes
624,Greek vocal music extends far back into ancient times where mixed-gender choruses performed for entertainment-COMMA- celebration and spiritual reasons.
625,that period
626,the age
627,any type
628,Byzantine
629,the Greeks
630,people
631,people
632,The
633,καντάδα
634,1870–1930
635,development
636,the population exchange
637,the later laïkó
638,Apostolos Kaldaras
639,Ionian
640,1815
641,Manolis Kalomiris
642,Iannis Xenakis
643,Mikis Theodorakis-COMMA- Manos Hatzidakis-COMMA- Eleni Karaindrou-COMMA- Vangelis and Demis Roussos
644,Yanni
645,Maria Callas
646,35
647,35
648,times
649,Greek-Swedish
650,Athens
651,ancient times
652,776
653,Olympia
654,Greece
655,total
656,the world
657,competitions
658,12th
659,The Greek Super League is the highest professional football league in the country comprising eighteen teams.
660,Greek Super League
661,decades-long tradition
662,As
663,2005
664,Team USA
665,The
666,2011
667,gold
668,bronze
669,the bronze medal game
670,Canada
671,two
672,bronze medals
673,the European competitions
674,Olympiacos
675,Mytikas
676,Greek
677,Greek
678,all ancient Greek gods
679,The most important of all ancient Greek gods
680,According
681,four
682,The list of these non-fixed national holidays rarely changes and has not changed in recent decades-COMMA- giving a total of eleven national holidays each year.
683,Ohi Day
684,second bail-out
685,53%
686,2013
687,billion
688,2014
689,Phillip II
690,son
691,492
692,330
693,334
694,signal processing-COMMA- data compression-COMMA- source coding-COMMA- or bit-rate reduction
695,Compression
696,compression
697,The
698,transmission
699,data storage space or transmission capacity
700,data
701,trade-off
702,data compression
703,Lossless data compression
704,Lossless data compression
705,image
706,algorithms
707,DEFLATE
708,algorithm
709,Brotli and LZX
710,LZX
711,statistical estimates
712,It
713,It
714,Lossy
715,the data source
716,part
717,Voice compression
718,compression
719,human speech
720,Voice compression
721,example
722,close connection
723,Other
724,This equivalence
725,compression
726,data differencing: Data differencing consists
727,compression
728,compression
729,compression
730,numerous audio applications
731,Lossless audio compression
732,Lossless
733,Compression ratios
734,Lossy
735,compressed audio streams
736,Lossy
737,Equal-loudness contours
738,the human ear-brain combination
739,frequency—and
740,Compression
741,reconstruction
742,These coders
743,Latency
744,Some codecs
745,Often
746,operations
747,the coder/decoder
748,LPC
749,voltage
750,the following frames
751,conversion
752,systems
753,large variety
754,also active in the MPEG-1 Audio committee
755,Oscar Bonello
756,Oscar Bonello
757,IBM PC computer-COMMA- and the broadcast automation system
758,wide range
759,Uncompressed video
760,video
761,video
762,These
763,the variable bitrate
764,Video data
765,Compression algorithms
766,size
767,command
768,the system
769,video
770,compression
771,Some
772,Making
773,Today
774,this regard
775,the subject
776,compression
777,MAF
778,Other
779,These
780,The Iranian
781,Central Asia
782,This development probably occurred some time during the second half of the 8th century-COMMA- when the old middle Persian script began dwindling in usage.
783,Middle Iranian
784,The multitude of Middle Iranian languages and peoples indicate that great linguistic diversity must have existed among the ancient speakers of Iranian languages.
785,form
786,The name Dari
787,1836
788,Christian Lassen
789,Robert Needham Cust
790,1878
791,Central Asia
792,The name Dari
793,The Andronovo
794,2000
795,Indo-European
796,The
797,use
798,The Arabic script remains in use in contemporary modern Persian.
799,the better understood
800,three
801,script
802,speakers
803,Avesta
804,this era underwent
805,dialect
806,This new prestige dialect
807,foreign references
808,Western and Eastern blocks
809,Conventionally
810,Conventionally
811,branches
812,palatal consonants
813,The Iranian
814,Two
815,the consonant clusters
816,Middle Persian-COMMA- Parthian and Sogdian
817,the ancient speakers
818,The Indo-Iranian languages
819,The name Dari comes from the word darbâr (دربار)-COMMA- which refers to the royal court-COMMA- where many of the poets-COMMA- protagonists-COMMA- and patrons of the literature flourished.
820,languages
821,Khwarezmian
822,peoples
823,Aramaic-derived
824,adapted Greek script
825,dialect
826,Unlike Old Persian-COMMA- which has Middle Persian as its known successor-COMMA- Avestan has no clearly identifiable Middle Iranian stage (the effect of Middle Iranian is indistinguishable from effects due to other causes).
827,texts
828,texts
829,stage
830,The old prestige form
831,The Saffarid
832,875
833,scholars
834,standard
835,This development probably occurred some time during the second half of the 8th century-COMMA- when the old middle Persian script began dwindling in usage.
836,Tajik
837,1920s
838,first Latinised in the 1920s under the then Soviet nationality policy
839,dialect
840,Turkic
841,AD
842,Caucasus
843,Samarkand-COMMA- and Saka
844,the west coast
845,Its
846,companies
847,Some
848,About
849,France
850,1960
851,coup
852,three
853,West African
854,Tuareg rebels
855,Tuareg
856,Tuareg
857,the French
858,Presidential
859,Moroccan
860,The
861,independence
862,Judar Pasha
863,sea
864,Keïta
865,Moussa Traoré
866,the corrupt and dictatorial regime
867,1968
868,The subsequent military-led regime-COMMA- with Traoré as president-COMMA- attempted to reform the economy.
869,1991
870,student
871,the corrupt and dictatorial regime
872,time
873,elites
874,pro-democracy
875,evenements
876,Traoré
877,300
878,Anti-government
879,By
880,three
881,Nowadays-COMMA- the day is a national holiday in order to remember the tragic events and the people that were killed.
882,the death sentence
883,the decision-making
884,Amadou Toumani Touré
885,refusal
886,crowds
887,constitution
888,national referendum
889,Tuareg
890,a constitutional democracy governed
891,Tuareg
892,sanctions
893,the northern population
894,the hottest countries
895,the southernmost area
896,the Inner Niger Delta
897,During this time
898,desert
899,12 January
900,The
901,two
902,two
903,separation
904,The
905,body
906,160
907,two
908,Council of Ministers
909,both judicial and administrative powers
910,Mali's
911,Mali's
912,election
913,village chiefs and elders
914,1988
915,reform
916,1996
917,12
918,2008
919,48
920,birth
921,The
922,world's
923,2012
924,800-COMMA-000
925,people
926,The Arabic population
927,Bella
928,spread
929,Songhai and nomadic Tuaregs
930,Islamists
931,the Tuaregs and radical Islamists
932,There
933,ethnic tension
934,women
935,world
936,birth
937,percent
938,62–65
939,Mali
940,nutrition
941,heritage
942,boost nutrition and livelihoods
943,recipe
944,number
945,cholera and tuberculosis
946,85–91
947,children
948,child
949,Malian musical traditions
950,Malian
951,parties
952,Toumani Diabaté
953,Salif Keita
954,residents
955,2015
956,oil
957,few road connections
958,Alaska
959,the Lower
960,state
961,800
962,easterly longitude
963,the United States
964,state
965,the contiguous U.S.
966,Alaska Purchase
967,The
968,the United States
969,small villages
970,54-COMMA-720
971,home
972,arts
973,Earth
974,is home
975,state
976,national forests-COMMA- national parks-COMMA- and national wildlife refuges
977,87 million
978,87 million
979,It
980,87 million
981,101 million
982,other homesteading-related opportunities
983,landowner
984,Regional Native
985,ANCSA
986,10
987,average
988,The
989,150
990,The
991,lie
992,the northern side
993,10
994,Grover Cleveland
995,high fatalities and social disruption
996,1887
997,the Haida
998,today
999,The
1000,society
1001,Some researchers believe that the first Russian settlement in Alaska was established in the 17th century.
1002,Semyon Dezhnyov
1003,Nikolai Daurkin
1004,1764–1765
1005,the nearby Yukon Territory
1006,1912
1007,one
1008,immigrants
1009,gold rushes
1010,January 3-COMMA- 1959
1011,1946
1012,delegate
1013,Statehood
1014,July 7-COMMA- 1958
1015,the massive Good Friday earthquake
1016,mainly
1017,133 people and destroyed several villages and portions of large coastal communities
1018,the resultant tsunamis and landslides
1019,times
1020,20
1021,Alaska's
1022,2014[update]
1023,2014[update]
1024,statistics
1025,residents
1026,in terms
1027,Pacific Northwest
1028,the First Russian Orthodox Church
1029,Intermarriage
1030,Quaker
1031,halakha
1032,Its
1033,$40-COMMA-042
1034,80%
1035,product
1036,tourism
1037,the economy
1038,Its
1039,Tourists have contributed
1040,Major
1041,the Energy Information Administration
1042,the United States
1043,400-COMMA-000
1044,massive reserves
1045,2.1 million
1046,2-COMMA-420
1047,Alaskan
1048,swaths
1049,special low-cost electric interties )
1050,30–60¢
1051,today
1052,expensive diesel fuel
1053,economy
1054,the rare exception
1055,1976
1056,constitutionally authorized appropriation of oil revenues
1057,Keith Miller
1058,eve
1059,The Alaska Constitution
1060,this
1061,Alaska
1062,$734-COMMA-000
1063,$50 billion as a result of oil royalties and capital investment programs
1064,one
1065,Alaskans
1066,The Permanent Fund has become the rare exception to this-COMMA- mostly due to the political climate of distrust existing during the time of its creation.
1067,The Permanent Fund has become the rare exception to this-COMMA- mostly due to the political climate of distrust existing during the time of its creation.
1068,barley and hay
1069,the hotel and tourist industry
1070,This
1071,Most
1072,if these locations can be reached at all during such inclement weather and terrain conditions
1073,cost
1074,1
1075,Juneau
1076,the communities
1077,the principal route out of the state through Canada
1078,around 1915
1079,ARR tracks
1080,the 20th century
1081,cabooses
1082,one
1083,1970s
1084,the Gulf Coast
1085,link
1086,link
1087,lesser extent Fairbanks
1088,form
1089,2 million
1090,flights
1091,major Southeast and Alaska Peninsula communities
1092,Anchorage and Fairbanks
1093,commuter
1094,These
1095,Much of this service can be attributed to the Alaska bypass mail program which subsidizes bulk mail delivery to Alaskan rural communities.
1096,the bush seaplane
1097,Lake Hood
1098,U.S.
1099,airstrip carry passengers-COMMA- cargo-COMMA- and many items
1100,true means
1101,dog
1102,Various
1103,serum
1104,dog
1105,systems
1106,$1 billion
1107,$350 million
1108,GCI
1109,on petroleum revenues
1110,five
1111,five
1112,This
1113,Republicans
1114,one
1115,Democratic nominee Lyndon B. Johnson
1116,Democrat
1117,Ester
1118,Delta Junction
1119,McCain's running mate was Sarah Palin-COMMA- the state's governor and the first Alaskan on a major party ticket.
1120,34
1121,mechanism
1122,All
1123,these areas
1124,355
1125,The
1126,The
1127,710-COMMA-231
1128,Clover Pass-COMMA- Herring Cove-COMMA- Ketchikan East-COMMA- Mountain Point-COMMA- North Tongass Highway-COMMA- Pennock Island and Saxman East
1129,Clover Pass-COMMA- Herring Cove-COMMA- Ketchikan East-COMMA- Mountain Point-COMMA- North Tongass Highway-COMMA- Pennock Island and Saxman East
1130,1941
1131,own local police and some villages
1132,the United States Fish
1133,patrol
1134,The
1135,the state
1136,There
1137,prominent movies
1138,Camp Hollywood
1139,Upon
1140,Hollywood
1141,namely sovereign states and international organizations
1142,treaty
1143,rules
1144,been held that it is not possible
1145,obligations
1146,conflict
1147,international law
1148,means
1149,central legislative body
1150,official
1151,agreement under international law
1152,the objective outcome
1153,words
1154,the “essential basis” of consent
1155,consistent format
1156,the paragraphs
1157,for readability
1158,readability
1159,treaty
1160,contracting
1161,contracting
1162,contracting
1163,act on behalf of their respective states ) and
1164,as well as summarizing any underlying events ( such as a war )
1165,the substance
1166,the substance
1167,Each
1168,under chapter headings
1169,long treaty
1170,The date
1171,Modern
1172,Modern
1173,subject matter
1174,The date
1175,such as a convention
1176,The
1177,longest possible form
1178,copies
1179,DONE at-COMMA-
1180,The
1181,an editor will often append the dates on which the respective parties
1182,When
1183,respective
1184,the respective parties
1185,two
1186,It
1187,EU
1188,The treaty establishes rights and obligations between the Swiss and the EU and the member states severally—it does not establish any rights and obligations amongst the EU and its member states
1189,EU
1190,multilateral treaty
1191,The agreement
1192,e.g.
1193,[citation
1194,several countries
1195,Reservations
1196,reserving
1197,These must be included at the time of signing or ratification-COMMA- i.e. a party cannot add a reservation after it has already joined a treaty.
1198,cannot
1199,exclude or
1200,reservations
1201,the extent
1202,rejecting them unless all parties
1203,the same reservations
1204,While
1205,These must be included at the time of signing or ratification-COMMA- i.e. a party cannot add a reservation after it has already joined a treaty.
1206,If
1207,drop
1208,that treaty
1209,The
1210,three
1211,the ratification process
1212,the intention
1213,states
1214,provisions
1215,agreement
1216,or add additional provisions
1217,the earlier agreement are not required
1218,clearer
1219,A protocol can amend the previous treaty
1220,the specific provisions and regulations
1221,the development
1222,the Kyoto Protocol
1223,the development
1224,Some
1225,the treaty
1226,Other
1227,Other
1228,such legislation
1229,however
1230,government
1231,implementing legislation
1232,Other
1233,not clear
1234,not clear
1235,International
1236,the 'principle
1237,The Vienna Convention
1238,The language
1239,International legal experts
1240,create an obligation under international law
1241,Consent
1242,complaint
1243,another clause
1244,Consent by all parties to the treaty to a particular interpretation has the legal effect of adding another clause to the treaty – this is commonly called an 'authentic interpretation'.
1245,substantial disputes
1246,International tribunals and arbiters
1247,To
1248,these judicial bodies
1249,these judicial bodies
1250,the federal government
1251,For example
1252,For example
1253,Hence
1254,verb
1255,wishes
1256,wishes
1257,security guarantees and nuclear proliferation
1258,work
1259,some legal documents
1260,another state
1261,Muslims and the Banu Qaynuqa
1262,Waitangi
1263,Some
1264,As
1265,Many treaties
1266,the signatory parties
1267,Narcotic Drugs
1268,the Law
1269,the International Covenant
1270,example
1271,United Nations
1272,the International Covenant
1273,example
1274,sovereignty
1275,violation
1276,violation
1277,Consequently-COMMA- withdrawal was not possible.
1278,In practice-COMMA- because of sovereignty-COMMA- any state can withdraw from any treaty at any time.
1279,party
1280,state
1281,the International Covenant
1282,party's
1283,the number
1284,material breach
1285,If
1286,If
1287,If
1288,breach
1289,Sometimes
1290,arbiter
1291,own obligations
1292,treaty breach
1293,respond
1294,self-termination
1295,self-termination
1296,The
1297,provisions
1298,Some
1299,fundamental change
1300,cannot
1301,This
1302,express provision
1303,party
1304,Banu Qaynuqa
1305,tribe
1306,tribe
1307,the Banu Qaynuqa Jews
1308,tribe
1309,the Invasion
1310,Al-Waqidi
1311,Al-Waqidi has been frequently criticized by Muslim writers-COMMA- who claim that he is unreliable. 600-900 members of the Banu Qurayza were beheaded after they surrendered (according to Tabari and Ibn Hisham).
1312,Tabari and Ibn Hisham
1313,Muhammad also ordered another siege on the Banu Qurayza during the Invasion of Banu Qurayza-COMMA- because according to Muslim tradition he had been ordered to do so by the angel Gabriel.
1314,may
1315,For
1316,Japan and the Republic
1317,Japan-Korea
1318,There
1319,domestic law
1320,proper authority
1321,the matter
1322,the internal affairs and processes
1323,body
1324,the negotiations
1325,Consent is also invalid if it is given
1326,the negotiations
1327,if the other parties to the treaty
1328,According
1329,case
1330,According
1331,If
1332,international legality
1333,the only ways
1334,the content
1335,or due
1336,the Vienna Convention
1337,the invalidation
1338,erroneous understanding
1339,the misunderstanding
1340,state's consent
1341,the time
1342,conclusion
1343,representative
1344,the fraudulent conduct
1345,the threat or use
1346,representative
1347,representative
1348,treaty
1349,These
1350,civilian population-COMMA- racial discrimination and apartheid
1351,These
1352,accepted prohibitions
1353,states
1354,the UN
1355,be invoked before it or enforced in its judiciary organ
1356,This
1357,the Charter
1358,the United Nations
1359,amendments
1360,After their adoption-COMMA- treaties as well as their amendments have to follow the official legal procedures of the United Nations-COMMA- as applied by the Office of Legal Affairs-COMMA- including signature-COMMA- ratification and entry into force.
1361,the Office
1362,the Office
1363,modern treaty law and the historical Articles
1364,some[citation needed]
1365,treaty
1366,some[citation needed]
1367,some[citation needed]
1368,constitution
1369,Congress
1370,authorities
1371,Brazil
1372,states
1373,constitutional review
1374,2008
1375,Additionally
1376,in relation
1377,legislation
1378,supremacy
1379,The Brazilian
1380,supremacy
1381,between treaties
1382,United States
1383,United States
1384,Whereas
1385,executive
1386,the House and the Senate
1387,law
1388,the relative ease
1389,and those agreements that impose long-term
1390,executive
1391,the United States
1392,the purposes
1393,any subsequent Act of Congress
1394,v.
1395,privileged position
1396,v.
1397,lists -Union List-COMMA- State List and Concurrent List
1398,Union list
1399,Parliament
1400,the general division
1401,Union list
1402,Treaties
1403,in many parts of the world
1404,colonization
1405,colonization
1406,colonization
1407,Ethiopia and Qing Dynasty China
1408,the intricacies
