id,answer
336,Macedon's defeat at the Battle of Pydna in 168 BC signalled the end of Antigonid power in Greece.
337,Similarly
338,Romans
339,Roman Emperor
340,Homer
341,Roman
342,Greek
343,Greek
344,1453
345,I
346,Greeks
347,Attempts by some of the Greek city-states of Asia Minor to overthrow Persian rule failed-COMMA- and Persia invaded the states of mainland Greece in 492 BC-COMMA- but was forced to withdraw after a defeat at the Battle of Marathon in 490 BC.
348,Empire
349,Slavic
350,Ottoman
351,Greek
352,Greek
353,Classical
354,The New Testament was written in Greek-COMMA- and some of its sections (Corinthians-COMMA- Thessalonians-COMMA- Philippians-COMMA- Revelation of St. John of Patmos) attest to the importance of churches in Greece in early Christianity.
355,1261
356,Genoese and Venetian
357,Byzantine
358,Greek
359,Ottoman
360,Morea
361,1571 and 1670
362,West
363,Ottoman
364,1797
365,United Kingdom
366,Venetian
367,Ottoman
368,Islam
369,Greek
370,Islam
371,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
372,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
373,1600–1601
374,Morean War
375,Prior
376,Greek Dark Ages
377,Ottoman Empire
378,Rigas Feraios
379,1798
380,1814
381,Filiki Eteria
382,Filiki Eteria
383,Though the Ottoman conquest had cut Greece off from significant European intellectual movements such as the Reformation and the Enlightenment-COMMA- these ideas together with the ideals of the French Revolution and romantic nationalism began to penetrate the Greek world via the mercantile diaspora.
384,The klephtic cycle came into being between the late Byzantine period and the start of the Greek War of Independence.
385,1821
386,Theodoros Kolokotronis
387,Meanwhile
388,1822 and 1824
389,two
390,Mehmet Ali
391,Meanwhile-COMMA- the Ottoman Sultan negotiated with Mehmet Ali of Egypt-COMMA- who agreed to send his son Ibrahim Pasha to Greece with an army to suppress the revolt in return for territorial gain.
392,1822 and 1824
393,Athens
394,Great Powers
395,Greek
396,Greek
397,1830
398,Greek
399,Ministry of Labour
400,Modern
401,Many
402,Greek
403,1877
404,Ministries
405,1881
406,World War I
407,two
408,1917
409,The position of Prime Minister-COMMA- Greece's head of government-COMMA- belongs to the current leader of the political party that can obtain a vote of confidence by the Parliament.
410,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
411,Minor Greeks
412,Institutes
413,Institutes
414,Asia
415,years
416,Cappadocian Greeks
417,Greek
418,Asia Minor
419,Following
420,Georgios Kondylis
421,Students are admitted to these Institutes according to their performance at national level examinations taking place after completion of the third grade of Lykeio.
422,1924
423,Greek
424,The culture of Greece has evolved over thousands of years-COMMA- beginning in Mycenaean Greece and continuing most notably into Classical Greece-COMMA- through the influence of the Roman Empire and its Greek Eastern continuation-COMMA- the Eastern Roman or Byzantine Empire.
425,Greek
426,winter
427,Andreas Papandreou
428,Greek Evangelical Church and Free Evangelical Churches
429,1980
430,1999
431,United Nations
432,Mycenaean Greece
433,Greek
434,11th
435,Eighty
436,Western
437,Pindus
438,Greece
439,Greek
440,Guinness
441,Athens
442,Ionian Sea
443,Ionian Sea
444,Turkey
445,Ionian Sea
446,Γενικό Λύκειο
447,Pindus
448,Pindus
449,Situated
450,Peloponnese
451,Thrace
452,Snowfalls
453,Prime Minister
454,Nazis
455,Illyrian
456,Especially
457,Phytogeographically
458,Eastern Orthodox Church
459,Prime Minister
460,Republic
461,Greeks
462,120
463,According to the Constitution-COMMA- executive power is exercised by the President of the Republic and the Government.
464,Prime Minister
465,Republic
466,Republic
467,Prime Minister
468,Parliamentary
469,Parliament
470,The coalition government led the country to the parliamentary elections of May 2012.
471,PASOK and New Democracy
472,SYRIZA
473,May
474,New Democracy
475,Minister
476,Greece
477,Ministry for Foreign Affairs
478,Instruments
479,early
480,males
481,universal compulsory military service
482,males
483,Greek
484,1 January
485,325
486,Kallikratis
487,Greek
488,Central Macedonia
489,largest shipping powers-COMMA- middle powers and top tourist destinations
490,85.0 %
491,service sector
492,14.9 million
493,United Nations World Tourism Organization
494,six years
495,important trading partner and largest foreign investor
496,important trading partner and largest foreign investor
497,capital
498,Greek
499,Balkans-COMMA- and an important regional investor
500,Organisation for Economic Co-operation and Development
501,2000
502,2001
503,Ottoman Muslim
504,In
505,European
506,European
507,In
508,Greece
509,4th
510,Greece
511,United Kingdom
512,12.7 million
513,European
514,Roman Emperor
515,12.7 million
516,Greeks
517,current minister
518,Railway
519,LTE
520,340%
521,Greece
522,European Space Agency
523,1994
524,2003
525,European Space Agency
526,2003
527,Carathéodory
528,Manolis Andronikos
529,Dirac Prize
530,Computer Science
531,Computer Science
532,Treaty
533,Thrace
534,Albanian
535,Central Macedonia
536,around 50-COMMA-000
537,around 50-COMMA-000
538,120
539,120
540,28-COMMA-874
541,During the 19th and 20th centuries there was a major dispute known as the Greek language question-COMMA- on whether the official language of Greece should be the archaic Katharevousa-COMMA- created in the 19th century and used as the state and scholarly language-COMMA- or the Dimotiki-COMMA- the form of the Greek language which evolved naturally from Byzantine Greek and was the language of the people.
542,During the 19th and 20th centuries there was a major dispute known as the Greek language question-COMMA- on whether the official language of Greece should be the archaic Katharevousa-COMMA- created in the 19th century and used as the state and scholarly language-COMMA- or the Dimotiki-COMMA- the form of the Greek language which evolved naturally from Byzantine Greek and was the language of the people.
543,Greek
544,Greek
545,Greek
546,Tsakonian
547,Greece
548,Cappadocian
549,Greek
550,0.95%
551,Further minority languages
552,Christian Roma
553,Arvanites
554,Outside
555,400-COMMA-000
556,Ladino
557,Georgian
558,48-COMMA-560
559,762-COMMA-191 persons
560,EU
561,persons
562,EU
563,Afghanistan
564,Ottoman navy
565,Syrian
566,arrivals
567,Slavic–speaking
568,Greek and Hellenistic
569,1453
570,two
571,Γενικό Λύκειο
572,Ινστιτούτα Επαγγελματικής Κατάρτισης
573,Ινστιτούτα Επαγγελματικής Κατάρτισης
574,Public
575,2
576,Students
577,Additionally
578,Capodistrian University of Athens
579,universal health care
580,World Health Organization
581,Children
582,138
583,138
584,Mycenaean Greece
585,Greek War of Independence
586,over
587,Greeks
588,Olympic Games
589,Western
590,1870–1930
591,:
592,Olympics
593,The Parliamentary Candidate
594,Nobile Teatro di San Giacomo di Corfù
595,Stagira
596,things
597,Stagira
598,Greece
599,Iliad
600,two
601,Sappho and Pindar
602,Greece has one of the longest histories of any country-COMMA- and is considered the cradle of Western civilization-COMMA- and as such-COMMA- is the birthplace of democracy-COMMA- Western philosophy-COMMA- the Olympic Games-COMMA- Western literature-COMMA- historiography-COMMA- political science-COMMA- major scientific and mathematical principles-COMMA- and Western drama-COMMA- including both tragedy and comedy.
603,1896
604,1896
605,Asty Films Company
606,Γκόλφω
607,Orestis Laskos
608,early
609,early
610,Giorgos Tzavellas
611,Giorgos Tzavellas
612,Cacoyannis
613,Kampanellis
614,Anthony Quinn
615,Eternity
616,Palme
617,Greek
618,Crete
619,skordalia
620,Olive
621,Sweet
622,other Mediterranean cuisines
623,Many Greek
624,times
625,Instruments
626,Boys
627,Eastern Orthodox Church
628,Byzantine
629,Greeks
630,Church
631,Church
632,Greeks
633,:
634,Athenian
635,:
636,Rebetiko
637,later laïkó
638,Apostolos Kaldaras
639,Ionian
640,1815
641,Manolis Kalomiris
642,Iannis Xenakis
643,Zorba
644,Yanni
645,Maria Callas
646,35 times
647,1974
648,Eurovision Song Contest
649,Greek-Swedish
650,Athens
651,Western
652,1896
653,Olympia
654,Greece
655,Summer Olympic
656,European Champions
657,Olympiacos
658,12th
659,Greek Super League
660,Greek Super League
661,Greek
662,world
663,European Champion
664,European Championship
665,Ethniki
666,2011
667,World Champions
668,World Aquatics Championships
669,World Aquatics Championships
670,Canada
671,two
672,European Volleyball League
673,Olympiacos
674,Olympiacos
675,Mytikas
676,Greek
677,Greek
678,Greek
679,Greek
680,According
681,four
682,The list of these non-fixed national holidays rarely changes and has not changed in recent decades-COMMA- giving a total of eleven national holidays each year.
683,Ohi Day
684,a second bail-out
685,53%
686,2013
687,April
688,six years
689,Phillip II
690,The Great
691,Attempts by some of the Greek city-states of Asia Minor to overthrow Persian rule failed-COMMA- and Persia invaded the states of mainland Greece in 492 BC-COMMA- but was forced to withdraw after a defeat at the Battle of Marathon in 490 BC.
692,Undefeated in battle-COMMA- Alexander had conquered the Persian Empire in its entirety by 330 BC.
693,Following the assassination of Phillip II-COMMA- his son Alexander III (The Great) assumed the leadership of the League of Corinth and launched an invasion of the Persian Empire with the combined forces of all Greek states in 334 BC.
694,signal processing-COMMA- data compression-COMMA- source coding-COMMA- or bit-rate reduction
695,Compression
696,Lossless
697,data compression
698,coding
699,Compression
700,data
701,Data
702,data compression
703,Lossless
704,Lossless
705,an image
706,LZ
707,DEFLATE
708,LZR
709,LZX
710,LZX
711,an algorithm
712,other techniques
713,an integer number
714,Lossy
715,Dropping
716,JPEG
717,Voice
718,lossy audio compression
719,Compression
720,Voice
721,CD
722,a close connection
723,LPC
724,a justification
725,compression
726,Data
727,Thus
728,Audio
729,Audio
730,Lossy
731,Lossless
732,Lossless
733,Compression
734,Lossy
735,DVDs
736,Lossy
737,Equal-loudness contours
738,Models
739,Audibility
740,Compression
741,LPC
742,LPC
743,Latency
744,a manner
745,( Often
746,operations
747,latency
748,LPC
749,a voltage
750,following frames
751,AD
752,Selected Areas
753,IEEE Journal
754,Audio
755,Oscar Bonello
756,Oscar Bonello
757,IBM PC
758,Lossy
759,Uncompressed
760,Highly
761,video compression
762,video compression codec
763,Commonly
764,Video
765,Compression
766,a smaller size
767,command
768,system
769,Interframe
770,interframe compression copies
771,DV
772,Making
773,Today
774,DCT
775,DWT
776,Genetics
777,MAF
778,DNAZip and GenomeZip
779,Old Avestan
780,Iranian
781,Central Asia
782,This development probably occurred some time during the second half of the 8th century-COMMA- when the old middle Persian script began dwindling in usage.
783,Middle Iranian
784,Middle Iranian
785,Old Iranian
786,name Dari
787,1836
788,Christian Lassen
789,Robert Needham Cust
790,1878
791,Central Asia
792,name Dari
793,Andronovo
794,2000
795,Caucasus
796,Iranian
797,Old Iranian
798,Arabic
799,Old Iranian
800,Genuine Old Persian is best attested in one of the three languages of the Behistun inscription-COMMA- composed circa 520 BC-COMMA- and which is the last inscription (and only inscription of significant length) in which Old Persian is still grammatically correct.
801,Persian
802,Middle Iranian
803,Avesta
804,Middle Persian
805,Rigvedic Sanskrit
806,Standard New Persian
807,Also
808,Western and Eastern
809,Conventionally
810,Conventionally
811,Iranian
812,palatal consonants-COMMA- *ć and *dź
813,Iranian
814,Two
815,consonant clusters
816,Parthian and Sogdian
817,Middle Iranian
818,Indo-Iranian languages
819,The name Dari comes from the word darbâr (دربار)-COMMA- which refers to the royal court-COMMA- where many of the poets-COMMA- protagonists-COMMA- and patrons of the literature flourished.
820,Linguistically
821,Middle Persian
822,Middle Iranian
823,Bactrian
824,Greek
825,Khuzi
826,Unlike Old Persian-COMMA- which has Middle Persian as its known successor-COMMA- Avestan has no clearly identifiable Middle Iranian stage (the effect of Middle Iranian is indistinguishable from effects due to other causes).
827,Syriac
828,Syriac
829,Middle Iranian
830,Middle Iranian
831,Saffarid
832,The Saffarid dynasty in particular was the first in a line of many dynasties to officially adopt the new language in 875 CE.
833,Dialects of Fars
834,Middle Iranian
835,This development probably occurred some time during the second half of the 8th century-COMMA- when the old middle Persian script began dwindling in usage.
836,Tajik
837,1920s
838,Latinised
839,Khuzi
840,Turkic
841,AD
842,Caucasus
843,Ossetic
844,modern-day France
845,Bamako
846,Societé de Telecommunications du Mali
847,African
848,international poverty line
849,France
850,1960
851,a coup
852,three
853,West African
854,Tuareg
855,Tuareg
856,Tuareg
857,French
858,Presidential
859,Moroccan
860,end
861,late 14th century
862,Judar Pasha
863,Following
864,Liberation Day
865,Moussa Traoré
866,General
867,1968
868,The subsequent military-led regime-COMMA- with Traoré as president-COMMA- attempted to reform the economy.
869,1991
870,Peaceful
871,Opposition
872,International Monetary Fund
873,International Monetary Fund
874,Revolution
875,Revolution
876,Traoré
877,over
878,a coup-COMMA- a transitional government-COMMA- and a new constitution
879,By 26 March-COMMA- the growing refusal of soldiers to fire into the largely nonviolent protesting crowds turned into a full-scale tumult-COMMA- and resulted into thousands of soldiers putting down their arms and joining the pro-democracy movement.
880,three
881,Nowadays
882,death sentence
883,part
884,Amadou Toumani Touré
885,refusal
886,crowds
887,civil and political groups
888,civil and political groups
889,Tuareg
890,Constitution
891,Tuareg
892,Economic Community of West African States
893,Due
894,torrid zone
895,Late
896,Inner Niger Delta
897,Inner Niger Delta
898,Köppen
899,1999
900,a separation
901,five-year
902,five-year
903,a separation
904,The president serves as a chief of state and commander in chief of the armed forces.
905,National Assembly
906,113 of 160
907,two
908,Council of Ministers
909,Supreme Court
910,Constitutional Court
911,Supreme Court
912,Supreme Court
913,Various
914,1988
915,World Bank
916,1996
917,12
918,Two
919,48
920,45.53 births
921,16.5 deaths
922,infant mortality
923,53.06 years
924,800-COMMA-000
925,800-COMMA-000 people
926,Arabic
927,Bella
928,Tamasheq
929,Tuaregs
930,Islamists
931,Islamists
932,Malians
933,Although
934,Efforts
935,Mali 's health and development indicators
936,Life
937,62–65 percent
938,62–65
939,French
940,Efforts
941,local heritage
942,nutrition and livelihoods
943,Aga Khan Foundation
944,Malaria
945,Malaria
946,85–91
947,HIVAIDS
948,child malnutrition and a low rate
949,Malian
950,Malian
951,Dance
952,Toumani Diabaté
953,Tinariwen
954,Approximately
955,738-COMMA-432
956,fishing-COMMA- natural gas-COMMA- and oil industries
957,The
958,Alaska
959,Lower
960,former capital Sitka-COMMA- and Ketchikan
961,800
962,Aleutian Islands
963,Tongass National Forest
964,Juneau
965,Lower
966,Alaska Purchase
967,National Petroleum Reserve–Alaska
968,United States
969,North Slope
970,54-COMMA-720
971,home
972,Also
973,Japan 's Mount Fuji
974,home
975,petroleum revenues and federal subsidies
976,United States Bureau of Land Management
977,87 million
978,87 million
979,16 million acres
980,87 million
981,101 million
982,Smaller
983,Limited
984,Regional Native
985,Regional Native
986,10
987,only region
988,Köppen
989,over 150
990,large part
991,climate
992,Sound
993,10
994,Grover Cleveland
995,high fatalities and social disruption
996,1887
997,Also
998,Athabaskan
999,Unorganized Borough
1000,Native Alaskans
1001,17th
1002,Semyon Dezhnyov
1003,Nikolai Daurkin
1004,1764–1765
1005,Yukon Territory
1006,1912
1007,It contains the state capital Juneau-COMMA- the former capital Sitka-COMMA- and Ketchikan-COMMA- at one time Alaska's largest city.
1008,European
1009,Yukon Territory
1010,January 3
1011,1946
1012,Statehood
1013,Statehood
1014,July 7
1015,Good Friday
1016,Good Friday
1017,Good Friday
1018,Good Friday
1019,one thousand times
1020,20
1021,Eskimo–Aleut
1022,As of 2014[update] nearly all of Alaska's native languages were classified as either threatened-COMMA- shifting-COMMA- moribund-COMMA- nearly extinct-COMMA- or dormant languages.
1023,2014
1024,Evangelical Protestants
1025,Association of Religion Data Archives
1026,Pacific Northwest
1027,Pacific Northwest
1028,First Russian Orthodox Church
1029,Alaskan Natives
1030,Quaker
1031,Jews
1032,nation
1033,nation
1034,80%
1035,main export product
1036,Military
1037,Federal
1038,seafood processing-COMMA- timber and wood products
1039,Tourists
1040,Major
1041,Major
1042,Prudhoe Bay
1043,400-COMMA-000
1044,National Petroleum Reserve–Alaska
1045,330-COMMA-000 m3
1046,2-COMMA-420 km3
1047,Alaskan
1048,Alaskan
1049,Though
1050,30–60¢
1051,a gallon
1052,expensive diesel fuel
1053,Alaska 's economy
1054,Permanent Fund
1055,1976
1056,Permanent Fund
1057,Keith Miller
1058,Governor
1059,Governor
1060,Permanent Fund
1061,Alaska
1062,$734-COMMA-000
1063,initial principal
1064,one
1065,Alaskans
1066,The Permanent Fund has become the rare exception to this-COMMA- mostly due to the political climate of distrust existing during the time of its creation.
1067,Permanent Fund
1068,barley and hay
1069,Fairbanks
1070,governor
1071,Outside
1072,pound
1073,Fuel
1074,1
1075,Juneau
1076,communities
1077,The
1078,1915
1079,The Railbelt
1080,Built
1081,cabooses
1082,The Alaska Railroad was one of the last railroads in North America to use cabooses in regular service and still uses them on some gravel trains.
1083,1970s
1084,Alaska Marine Highway
1085,Southeast
1086,Inter-Island Ferry Authority
1087,Fairbanks
1088,efficient form
1089,2 million
1090,Essential Air Service
1091,Alaska Airlines
1092,Fairbanks
1093,PenAir
1094,remote and roadless locations
1095,Alaskan
1096,Perhaps
1097,Lake Hood
1098,highest number
1099,an airstrip carry passengers-COMMA- cargo-COMMA- and many items
1100,a true means
1101,Serum Run
1102,Various
1103,serum
1104,Fairbanks
1105,GCI and Alaska Communications
1106,2011
1107,$350 million
1108,GCI
1109,petroleum revenues and federal subsidies
1110,one of five
1111,one of five
1112,United States
1113,Republicans
1114,one
1115,Democratic
1116,Democrat
1117,University of Alaska Fairbanks
1118,farms
1119,Alaskan
1120,34
1121,a mechanism
1122,same acceptance criteria
1123,United States Census Bureau
1124,355
1125,355
1126,The
1127,710-COMMA-231
1128,United States Census Bureau
1129,Clover Pass
1130,1941
1131,Larger
1132,Arctic National Wildlife Refuge
1133,Due
1134,Anchorage Symphony Orchestra
1135,state
1136,Anchorage Folk Festival
1137,MGM
1138,Camp Hollywood
1139,Upon
1140,Hollywood
1141,A treaty is an agreement under international law entered into by actors in international law-COMMA- namely sovereign states and international organizations.
1142,sovereign states and international organizations
1143,Regardless
1144,Civil and Political Rights
1145,Treaties
1146,a conflict
1147,Treaties
1148,Treaties
1149,Parliament of India
1150,an official
1151,international law
1152,words
1153,a ceremonial occasion
1154,Such a change is sufficient if unforeseen-COMMA- if it undermined the “essential basis” of consent by a party-COMMA- if it radically transforms the extent of obligations between the parties-COMMA- and if the obligations are still to be performed.
1155,Since
1156,Modern
1157,Modern
1158,Modern
1159,A treaty
1160,contracting
1161,contracting
1162,contracting
1163,contracting
1164,A treaty typically begins with a preamble describing the contracting parties and their joint objectives in executing the treaty-COMMA- as well as summarizing any underlying events (such as a war).
1165,numbered articles
1166,substance
1167,a paragraph
1168,A long treaty
1169,A long treaty
1170,date
1171,Modern
1172,Modern
1173,Modern
1174,date
1175,The terminology can also be confusing because a treaty may and usually is named something other than a treaty-COMMA- such as a convention-COMMA- protocol-COMMA- or simply agreement.
1176,parties ' representatives
1177,longest possible form
1178,fact
1179,DONE
1180,The signatures of the parties' representatives follow at the very end.
1181,When the text of a treaty is later reprinted-COMMA- such as in a collection of treaties currently in effect-COMMA- an editor will often append the dates on which the respective parties ratified the treaty and on which it came into effect for each party.
1182,When the text of a treaty is later reprinted-COMMA- such as in a collection of treaties currently in effect-COMMA- an editor will often append the dates on which the respective parties ratified the treaty and on which it came into effect for each party.
1183,a collection
1184,a collection
1185,two
1186,two
1187,EU
1188,Swiss
1189,EU
1190,A multilateral treaty
1191,agreement
1192,[
1193,[
1194,several countries
1195,Reservations
1196,Reservations
1197,These must be included at the time of signing or ratification-COMMA- i.e. a party cannot add a reservation after it has already joined a treaty.
1198,a reservation
1199,Reservations
1200,However
1201,extent
1202,Originally
1203,Originally
1204,extent
1205,These must be included at the time of signing or ratification-COMMA- i.e. a party cannot add a reservation after it has already joined a treaty.
1206,If the state accepts them (or fails to act at all)-COMMA- both the reserving state and the accepting state are relieved of the reserved legal obligation as concerns their legal obligations to each other (accepting the reservation does not change the accepting state's legal obligations as concerns other parties to the treaty).
1207,state opposes
1208,Finally
1209,reserving state
1210,three
1211,First
1212,Minor
1213,states
1214,re-negotiation
1215,a treaty or international agreement
1216,A protocol
1217,Parties
1218,Sometimes
1219,A protocol
1220,UNFCCC
1221,UNFCCC
1222,UNFCCC
1223,UNFCCC
1224,Kyoto Protocol
1225,Treaties
1226,legislation'—a change
1227,legislation'—a change
1228,such legislation
1229,A treaty breach
1230,a government
1231,implementing legislation
1232,a state party
1233,a government
1234,a government
1235,International
1236,International
1237,Vienna Convention
1238,language
1239,International
1240,Another
1241,Consent
1242,Consent
1243,Consent
1244,Consent by all parties to the treaty to a particular interpretation has the legal effect of adding another clause to the treaty – this is commonly called an 'authentic interpretation'.
1245,International
1246,International
1247,judicial bodies
1248,judicial bodies
1249,judicial bodies
1250,example
1251,example
1252,compacts and agreements
1253,Hence
1254,Modern
1255,Another
1256,Another
1257,security guarantees and nuclear proliferation
1258,work
1259,Treaty of Waitangi
1260,state
1261,Banu Qaynuqa
1262,Treaty of Waitangi
1263,Climate Change
1264,consent
1265,Many
1266,Many
1267,Narcotic Drugs
1268,Law of Treaties
1269,International Covenant
1270,Civil and Political Rights
1271,United Nations
1272,International Covenant
1273,Civil and Political Rights
1274,sovereignty
1275,a question
1276,instance
